cid_temp,rid_temp
94,68635
95,243
96,244
97,65658
97,69350
98,66276
98,68143
98,65753
99,65658
99,69893
99,69632
100,66276
100,68566
100,65753
101,66276
101,68566
101,65753
102,259
103,66276
103,261
103,65753
104,263
104,264
104,265
105,65658
106,267
106,268
107,66276
107,68143
107,65753
108,65658
108,69350
108,274
108,275
109,65352
109,67261
109,68426
110,66276
110,280
110,65753
111,282
111,283
112,65658
112,69350
113,286
114,287
115,288
116,69181
117,290
118,65352
118,67261
118,68426
119,294
119,295
120,296
121,297
121,298
121,299
122,300
123,301
123,302
124,303
125,65658
125,69632
126,306
126,307
127,308
128,309
128,69901
128,311
128,66386
128,66386
129,314
129,315
129,316
130,317
130,64942
130,319
130,67672
131,66549
131,64969
131,66505
131,65201
131,66479
131,68993
131,69403
132,64969
132,66549
132,66479
132,66505
132,65201
133,333
133,334
134,335
134,336
134,337
134,338
135,339
135,68369
135,341
135,342
135,343
135,344
135,345
135,346
135,64970
135,348
135,349
135,350
136,69901
136,66386
136,353
137,354
137,355
137,356
137,66386
137,66386
138,66386
138,66386
138,361
138,362
138,363
138,364
138,365
138,69901
138,367
139,64942
140,64970
140,68369
140,371
141,372
142,69412
142,68411
143,66386
144,376
144,64942
145,378
145,379
145,380
145,381
145,382
146,64942
147,66386
147,385
147,386
147,69901
148,388
148,389
149,66386
149,391
149,392
150,393
150,394
151,68411
151,396
151,69412
152,64942
152,67672
153,64942
153,401
154,66386
154,403
154,404
155,64942
156,66549
156,64969
156,66505
156,65201
156,66479
156,68993
156,69403
157,413
158,69651
159,415
160,416
161,417
161,418
161,419
161,420
162,421
163,422
163,423
164,424
164,425
165,426
166,427
166,428
167,429
168,69651
169,431
170,66131
170,68118
171,434
171,435
171,436
171,437
171,438
171,439
171,440
171,441
171,442
171,443
171,444
171,445
171,446
172,447
173,66131
173,68118
174,70296
174,66131
174,67631
175,70296
175,66131
175,67631
176,65390
176,67145
177,65105
178,65309
178,64918
179,65390
179,67145
180,463
180,464
180,65390
180,67145
180,467
180,468
181,67631
181,70296
181,66131
182,69209
182,65309
183,66131
183,70296
183,67631
184,69588
184,478
184,67145
184,65390
185,65309
185,69633
185,69633
186,484
186,68461
187,65105
188,69209
188,65309
188,68922
189,65309
190,64918
190,69209
190,68922
190,65309
190,495
191,66131
191,70296
191,67631
191,499
191,500
191,501
192,66131
192,68118
192,504
192,505
193,70296
193,66131
193,67631
194,509
194,510
195,70296
195,66131
195,67631
196,67250
196,65520
197,65309
197,64918
198,69399
198,68206
198,67049
198,67049
199,65309
199,64918
200,65390
200,67145
201,69399
201,68206
201,67049
202,529
202,530
202,531
202,68867
202,533
202,67582
202,535
203,67331
203,65309
204,69399
204,68206
204,67049
205,67250
205,65520
206,65309
206,67331
207,65390
208,546
209,547
209,548
209,69399
210,65309
211,69588
211,552
211,65390
211,554
212,555
212,556
212,557
212,67582
212,68867
213,65390
213,68521
214,65309
215,563
216,65309
217,65309
218,66523
218,65631
218,68141
219,66131
219,70296
219,67631
220,65390
220,68521
221,574
222,70296
222,66131
222,67631
223,70296
223,66131
223,67631
224,70296
224,66131
224,67631
225,70296
225,66131
225,67631
226,70296
226,66131
226,67631
227,70296
227,66131
227,67631
228,68461
229,70302
229,67438
230,596
231,70302
231,67438
232,66523
232,600
232,65631
232,68141
233,603
234,604
234,605
234,606
234,607
234,608
234,609
234,610
234,611
235,612
235,613
235,614
236,615
237,616
238,617
238,618
239,619
239,620
239,621
240,65060
240,65204
241,69571
241,66522
241,68944
242,69571
242,66522
243,69571
243,67353
244,69571
244,66522
245,633
245,634
245,69571
245,66522
246,637
246,638
246,639
246,640
247,69571
247,66522
248,643
248,66522
249,645
250,646
250,647
251,69571
251,68944
252,67353
252,69571
252,68944
253,653
253,654
254,655
254,656
254,657
254,658
255,69571
255,67353
256,69571
256,67353
257,663
257,664
258,69571
258,68944
259,69571
259,66522
260,669
260,670
261,671
261,672
261,673
261,674
262,675
262,676
262,677
262,678
263,679
263,680
263,681
264,682
264,683
265,684
265,685
266,686
266,687
267,688
267,689
267,690
268,691
269,70235
269,70248
269,65470
269,66660
269,66224
269,66700
269,66532
269,69559
269,69960
269,67451
269,68837
269,66939
269,65492
269,69406
269,68014
270,68707
270,67313
270,69726
270,67697
270,711
271,712
271,713
271,714
271,67092
271,716
271,65159
271,67027
271,719
271,65763
271,69138
271,65891
271,69122
271,66928
271,70078
272,67954
272,68636
272,67320
272,65470
272,66700
272,70235
272,66532
272,66224
272,65458
272,66660
272,69559
272,737
272,65492
272,67451
272,65386
272,69406
272,742
272,743
272,744
272,745
272,64873
272,747
272,748
272,749
272,68014
273,65804
273,69122
273,65616
273,69707
273,65867
273,756
273,69775
273,66928
273,70078
274,65559
274,70248
274,762
274,65470
274,70235
274,68926
274,65386
274,66224
274,66660
274,69559
274,69960
274,65492
274,772
274,69406
274,64873
274,775
274,776
274,68014
275,65470
275,779
275,67320
275,68926
275,782
275,70235
275,65386
275,65559
275,66224
275,66660
275,69960
275,69559
275,65492
275,791
275,66226
275,793
275,794
275,69406
275,796
275,68014
276,70107
276,66660
276,800
276,69855
276,66857
276,66156
277,66597
277,69800
277,69295
277,65930
277,70173
278,69630
278,65133
278,64734
279,66660
279,69855
280,65804
280,65804
280,65616
280,69707
280,65867
280,69775
280,820
280,66928
280,70078
281,66597
281,69295
281,65930
281,65710
282,66660
282,69855
283,68778
283,830
283,66660
283,832
283,69855
283,66857
283,66156
284,65616
284,67078
284,838
284,68845
284,840
284,65763
284,65995
284,67898
284,70078
284,67092
285,66597
285,69295
285,848
285,65710
285,65930
286,67413
286,69930
286,66660
286,65452
286,855
287,65804
287,65616
287,69707
287,65763
287,860
287,65413
287,70078
287,67092
288,67413
288,69930
288,66660
288,65452
288,65880
289,70107
289,66660
289,69855
289,66857
289,66156
290,65616
290,65763
290,876
290,70078
290,67092
291,65616
291,65763
291,70078
291,67092
292,883
292,68945
292,885
292,886
292,67444
292,888
292,889
292,890
292,891
292,68916
292,68916
292,894
292,70103
292,70103
293,897
293,898
293,899
293,900
293,901
293,902
293,903
293,904
293,905
293,906
293,907
293,65763
293,909
293,910
293,911
293,67027
293,913
293,914
294,915
294,916
294,68945
294,67444
294,68916
294,68916
295,921
295,922
295,68633
295,924
295,70096
296,926
296,927
296,928
296,929
296,67444
296,931
296,932
296,933
296,934
296,935
296,936
296,937
296,938
296,939
296,940
296,941
296,942
296,943
296,944
296,945
296,946
296,69193
297,66660
297,68014
298,66939
298,70248
298,70235
298,953
298,66660
298,66532
298,66700
298,66224
298,958
298,65470
298,68837
298,65492
298,69406
298,68014
299,70218
299,70218
299,67444
299,967
299,968
299,969
299,970
299,971
299,64806
299,64806
299,974
299,68916
299,68916
300,65133
300,64734
300,69630
301,980
301,67313
301,69726
301,67697
301,67694
302,65804
302,69122
302,65616
302,67092
302,65159
302,67898
302,69707
302,65763
302,69138
302,65891
302,65413
302,70078
303,65804
303,65616
303,69707
303,65763
303,67092
303,65413
303,70078
304,65616
304,65763
304,70078
304,67092
305,1008
305,66660
306,68633
306,70096
307,65616
307,65763
307,1014
307,65804
307,67092
307,70078
308,70096
308,1019
308,1020
308,1021
308,1022
308,1023
308,66214
308,1025
309,66214
309,1027
309,1028
309,1029
309,1030
309,1031
310,70107
310,66660
310,69855
310,66156
310,66857
311,68707
311,68707
311,67313
311,69726
311,67697
311,67694
312,68633
313,67092
313,67078
313,68845
313,1047
313,65995
313,1049
313,1050
313,65763
313,1052
313,65616
313,70078
314,66660
314,70235
314,67320
314,1058
314,65470
314,66224
314,67954
314,68636
314,69559
314,65492
314,68014
315,1066
315,1067
316,70107
316,66660
316,69855
316,66156
316,66857
317,65616
317,65763
317,70078
317,67092
318,68633
318,70096
318,1079
318,1080
319,1081
319,1082
319,1083
319,1084
319,1085
319,1086
319,1087
319,1088
319,1089
319,1090
319,1091
319,1092
319,1093
319,1094
319,1095
319,1096
320,65470
320,70248
320,68926
320,66224
320,66660
320,70235
320,65458
320,69559
320,69960
320,65492
320,69406
320,68014
321,66660
321,66156
321,68778
321,1112
321,1113
322,70107
322,66660
322,69855
322,66156
323,67413
323,69930
323,66660
323,65452
323,1122
323,1123
324,65452
324,67413
324,66660
324,1127
324,65880
324,1129
325,66660
325,67413
325,69930
325,65452
326,66660
326,70235
326,70248
326,65386
326,65559
326,65470
326,66226
326,68926
326,69960
326,68014
327,66597
327,69800
327,69295
327,65930
327,70173
328,66597
328,70173
328,1151
328,1152
328,1153
328,1154
328,1155
328,69800
328,69295
328,65930
328,1159
328,1160
329,1161
330,1162
330,1163
330,1164
330,1165
331,66097
331,69357
331,69625
331,65469
331,68972
331,66400
332,69625
332,69357
332,66097
332,65469
333,66097
333,69357
333,69625
333,65469
333,68972
333,66400
334,66097
334,69357
334,69625
334,65469
334,68972
334,66400
335,66097
335,69357
335,69625
335,65469
335,68972
335,66400
336,1194
336,65469
336,69625
337,66097
337,69357
337,69625
337,65469
337,68972
337,66400
338,66097
338,69357
338,69625
338,65469
338,68972
338,66400
339,66097
339,69357
339,69625
339,65469
339,68972
339,66400
340,66097
340,69357
340,69625
340,65469
340,68972
340,66400
341,66097
341,69357
341,69625
341,65469
341,68972
341,66400
342,66097
342,69357
342,69625
342,65469
342,68972
342,66400
343,66097
343,69357
343,69625
343,65469
343,68972
343,66400
344,66097
344,69357
344,69625
344,65469
344,68972
344,66400
345,66097
345,69357
345,69625
345,65469
345,68972
345,66400
346,66097
346,69357
346,69625
346,65469
346,68972
346,66400
347,66097
347,69357
347,69625
347,65469
347,68972
347,66400
348,66097
348,69357
348,69625
348,65469
348,68972
348,66400
349,66097
349,69357
349,69625
349,65469
349,68972
349,66400
350,1275
350,1276
350,1277
351,1278
351,1279
352,69938
352,69327
353,69938
353,69327
354,69938
354,69327
355,69938
355,69327
355,1288
355,1289
355,1290
355,1291
356,69938
356,69327
357,69938
357,69327
358,69938
358,69327
359,69938
359,69327
360,69938
360,69327
361,69938
361,69327
362,69938
362,1305
363,1306
364,69938
365,69938
366,1309
366,1310
367,1311
367,69938
368,69938
368,1314
369,69938
369,69327
369,65380
370,69938
370,1319
370,65380
371,68390
371,66604
371,68396
372,68390
372,66604
372,69211
372,68396
373,68390
373,1329
373,1330
373,66604
374,68390
374,66604
374,68396
375,68390
375,66604
375,68396
376,1338
376,69211
376,66604
376,68390
376,68396
377,70046
377,68396
377,68390
377,66604
377,1347
378,68390
378,66604
378,68396
379,68390
379,69211
379,68396
380,68390
380,1355
380,1356
381,1357
381,1358
381,1359
382,65837
382,69498
383,69498
383,67547
384,1364
384,1365
384,69498
384,68356
384,68181
385,69498
386,66572
386,69498
387,1372
387,69498
387,68181
387,1375
388,69498
388,67547
389,1378
389,1379
389,69498
390,69498
391,69498
392,65340
392,66351
392,70191
393,65340
393,66351
393,70191
394,66816
394,66351
395,66816
395,66351
396,66816
396,66351
397,66816
397,66351
398,66816
398,66351
399,65340
399,66351
400,65340
400,66351
401,66816
401,66351
402,66948
402,66948
402,66351
402,68925
402,68815
402,70257
403,66948
403,66351
403,68925
403,68815
403,70257
404,66351
405,66351
406,66351
406,70191
407,66351
407,70191
408,66816
408,66351
409,65340
409,66351
409,70191
410,66816
410,66351
411,66816
411,66351
412,65340
412,66351
413,65340
413,66351
414,65340
414,66351
415,66535
415,66351
415,70191
416,66535
416,66351
416,70191
417,65841
417,66351
418,67869
418,65340
418,66351
418,65095
419,66816
419,66351
419,69166
420,66816
420,66351
420,69166
421,65841
421,66351
422,1457
422,66351
423,65340
423,66351
424,66816
424,66375
425,65841
425,66351
426,65841
426,66351
427,66816
427,66351
428,66816
428,66351
429,1471
429,66351
429,1473
429,1474
429,67968
429,1476
430,65841
430,66351
431,1479
431,66351
431,1481
431,67968
431,67968
432,66816
432,66351
433,66816
433,66351
434,66351
435,67869
435,65340
435,66351
435,65095
436,65841
436,66351
437,1495
438,1496
438,1497
438,66351
438,1499
438,1500
439,66816
439,66351
440,1503
440,66351
440,1505
440,1506
440,67968
440,1508
441,65841
441,66375
442,65841
442,66375
443,65841
443,66375
444,67118
444,66135
445,67118
445,66135
446,1519
447,1520
448,68482
448,67778
448,69652
448,68168
449,68482
449,67778
449,69652
449,68168
450,66572
450,1530
450,67547
451,69498
451,67547
452,69498
452,67547
453,1536
454,1537
454,1538
454,1539
454,69632
455,1541
455,69632
456,65658
456,69632
457,69632
458,69413
458,68124
458,65658
458,69632
459,65658
459,69893
459,69632
460,66307
460,69632
461,66307
461,69632
462,65658
462,69632
463,66489
463,69907
464,66489
464,69907
465,66489
465,69907
466,66489
466,69907
467,66489
467,69907
468,66489
468,69907
469,70150
470,70150
471,70150
472,1574
473,69477
473,66077
474,69477
474,66077
475,66489
476,66489
477,67624
477,67517
478,67624
478,67279
478,67517
479,67624
479,67279
479,67517
480,66308
480,67517
481,1591
482,68146
482,67517
483,67624
483,1595
483,67517
484,67624
484,67279
484,67517
485,68146
485,1601
485,1602
485,1603
486,1604
487,64896
487,1606
487,66381
488,67479
488,1609
489,1610
489,1611
489,1612
490,1613
490,1614
490,64896
490,1616
490,66381
491,1618
491,67479
491,1620
492,68620
492,68663
493,68620
493,68663
494,1625
495,1626
495,68620
495,68663
495,1629
496,1630
497,1631
498,1632
498,1633
498,1634
499,65373
500,65373
501,65060
501,65204
502,69660
502,69284
503,1641
503,1642
503,69660
504,69660
504,69284
505,65683
505,69520
505,66843
505,1649
506,65683
506,69520
506,1652
506,66843
507,1654
508,1655
509,1656
510,70140
511,1658
511,1659
511,1660
511,1661
512,70140
513,70140
514,1664
515,1665
516,70140
517,69223
517,68174
518,69223
518,68174
519,69223
519,68074
519,1673
519,68174
520,70181
520,67319
520,66652
520,67774
520,65026
520,66526
521,69223
521,68174
522,66204
522,66204
522,67854
522,65877
522,65182
522,66932
522,66932
522,68724
523,66735
523,65727
523,65727
523,67321
523,64871
523,64871
523,70168
524,69223
524,68174
525,69068
525,65348
525,67195
525,64709
525,70188
525,65072
525,68249
525,65701
525,68751
525,64793
525,66627
525,66404
525,69725
525,65561
525,70247
525,69874
525,69858
525,70290
525,69554
525,66089
525,69580
525,69819
525,65171
525,67831
525,69683
525,69368
525,68966
525,65553
525,64759
525,69450
525,65687
525,66853
525,69977
525,67193
525,67553
525,65741
525,69119
525,65546
525,65129
525,67905
525,68935
525,66289
525,67396
525,66199
525,70101
525,65634
525,69422
525,65092
525,65904
525,66285
525,65319
525,65292
525,68050
525,66537
525,70098
525,66973
525,69335
525,64950
525,69418
525,70208
525,67711
525,68996
525,70102
525,65055
525,64832
525,66487
525,65440
525,69950
525,68034
525,67567
525,65673
525,65555
525,68079
525,66310
525,68644
525,70228
525,66009
525,67013
525,69731
525,64836
525,70231
525,68672
525,69585
525,69042
525,65038
525,65350
525,66377
525,68884
525,69393
525,66427
525,68748
525,65513
525,68112
525,70161
525,66078
525,67654
525,67142
525,69551
525,67943
525,68105
525,69885
525,68122
525,67295
525,66126
525,65158
525,69220
525,68554
525,68728
525,68628
525,67269
525,65869
525,66898
525,70066
525,68757
525,64760
525,68798
525,65809
525,67375
525,69824
525,67520
525,66748
525,66454
525,68407
525,69400
525,69969
525,69513
525,65047
525,68493
525,67186
525,67336
525,66474
525,67605
525,70264
525,66556
525,70275
525,66879
525,64952
525,64692
525,69755
525,68838
525,69890
525,64797
525,66443
525,65853
525,65934
525,69765
525,67119
525,64923
525,65135
525,70112
525,66860
525,69352
525,70204
525,66502
525,69785
525,65937
525,68027
525,65792
525,67973
525,67926
525,67736
525,66337
525,67724
525,68201
525,68947
525,67294
525,65409
525,68178
525,66771
525,66354
525,66626
525,69135
525,70246
525,66099
525,66531
525,65997
525,68091
525,66617
525,64736
525,66893
525,70065
525,68777
525,69743
525,67620
525,67720
525,66655
525,69955
525,65375
525,65632
525,65743
525,68197
525,66900
525,69514
525,67515
525,69253
525,66806
525,68792
525,66773
525,65654
525,66942
525,69761
525,65212
525,65734
525,68862
525,69272
525,68230
525,69090
525,64696
525,68910
525,66332
525,69226
525,69682
525,67538
525,67068
525,69038
525,67734
525,69307
525,66012
525,65101
525,65626
525,67782
525,69657
525,66045
525,65504
525,69491
525,65122
525,68848
525,66176
525,69273
525,67490
525,67490
525,69738
525,66917
525,67855
525,67909
525,68276
525,69956
525,67942
525,67892
525,66904
525,67191
525,68213
525,66583
525,65992
525,66634
525,69384
525,67738
525,67944
525,66653
525,69730
525,66770
525,68538
525,65082
525,68185
525,69366
525,69465
525,69115
525,64758
525,64720
525,70053
525,68500
525,66666
525,68977
525,64828
525,66465
525,68795
525,69550
525,65767
525,65549
525,66364
525,1970
525,67650
525,66373
525,69835
525,68889
525,67020
525,69055
525,65268
525,69693
525,66936
525,68588
525,65996
525,66074
525,66805
525,68044
525,69719
525,66197
525,67595
525,66265
525,70111
525,67787
525,66881
525,66095
525,69097
525,65968
525,69671
525,67162
525,64861
525,66193
525,70006
525,68253
525,67614
525,69656
525,68299
525,64999
525,67356
525,66821
525,69185
525,67084
525,65537
525,66061
525,70295
525,65628
525,65283
525,67249
525,66561
525,69940
525,64704
525,69021
525,69753
525,68749
525,69394
525,69266
525,65600
525,68150
525,69351
525,67571
525,68152
525,69435
525,69834
525,69367
525,68634
525,69155
525,66201
525,67076
525,68421
525,68586
525,66484
525,67674
525,69053
525,66016
525,66272
525,69903
525,69906
525,67389
525,70180
525,66317
525,70116
525,67315
525,69948
525,68004
525,66239
525,67460
525,66874
525,65893
525,65106
525,69961
525,67686
525,67183
525,69381
525,67404
525,66127
525,69483
525,67008
525,65506
525,65686
525,69841
525,68923
525,66155
525,65929
525,68713
525,64713
525,68829
525,66343
525,64927
525,65199
525,67160
525,64773
525,65284
525,66223
525,67069
525,64744
525,66905
525,66091
525,65715
525,67903
525,69654
525,65661
525,66636
525,69056
525,66415
525,69149
525,68119
525,69587
525,69267
525,67135
525,65058
525,65036
525,65025
525,65588
525,68836
525,65272
525,67870
525,68786
525,68452
525,66109
525,65090
525,69024
525,69217
525,69345
525,68171
525,69086
525,65210
525,68727
525,66868
525,67224
525,66150
525,68704
525,69900
525,66802
525,67589
525,66496
525,67578
525,65266
525,65787
525,66491
525,69659
525,69840
525,65639
525,66824
525,66629
525,66376
525,69052
525,66677
525,65712
525,69178
525,67533
525,65152
525,67164
525,66585
525,68175
525,64977
525,68490
525,68611
525,68984
525,68968
525,69921
525,68645
525,68623
525,66007
525,68857
525,68495
525,69245
525,69988
525,66899
525,69481
525,65281
525,66990
525,65746
525,68268
525,69957
525,64997
525,66586
525,67652
525,66254
525,64906
525,68017
525,70225
525,67206
525,65356
525,66749
525,66662
525,69141
525,67421
525,67228
525,68585
525,65828
525,65935
525,70133
525,65685
525,66230
525,68760
525,69310
525,68259
525,66046
525,66139
525,65366
525,65530
525,68457
525,67527
525,66394
525,68933
525,68681
525,65308
525,66445
525,67895
525,67958
525,66184
525,68358
525,65484
526,69377
526,64732
526,69806
526,66544
526,2204
526,2205
526,68400
526,69511
526,68323
526,66986
526,2210
526,67558
526,2212
526,65425
526,66357
526,69062
526,65656
526,2217
526,2218
526,66800
526,2220
526,65149
526,2222
526,2223
526,2224
526,2225
526,68187
526,2227
526,2228
526,69916
526,65341
526,66916
526,69168
526,2233
526,2234
526,2235
526,2236
526,2237
526,68070
527,65727
527,65727
527,67321
527,66735
527,70168
528,68323
528,66916
528,2246
528,69168
528,66544
528,69806
528,65656
529,2251
529,2252
529,2253
529,2254
529,2255
529,2256
529,2257
529,2258
529,68438
529,2260
529,2261
529,2262
529,2263
529,2264
529,2265
529,2266
529,2267
529,2268
529,2269
529,2270
529,2271
529,2272
529,2273
529,2274
529,2275
529,2276
529,2277
529,2278
529,2279
529,2280
529,2281
529,2282
529,2283
529,2284
529,2285
529,2286
529,2287
529,2288
529,2289
529,2290
529,2291
529,2292
529,2293
529,2294
529,2295
529,2296
529,2297
529,2298
529,2299
529,2300
529,2301
529,2302
529,2303
529,2304
529,2305
529,2306
529,2307
529,2308
529,2309
529,2310
529,2311
529,2312
529,2313
529,2314
529,2315
529,2316
529,2317
529,2318
529,2319
529,2320
529,2321
529,2322
529,2323
529,2324
529,2325
529,2326
529,2327
529,2328
529,2329
529,2330
529,2331
529,2332
529,2333
529,2334
529,2335
529,2336
529,2337
529,2338
529,2339
529,2340
529,2341
529,2342
529,2343
529,2344
529,2345
529,2346
529,2347
529,2348
529,2349
529,2350
529,2351
529,2352
529,2353
529,2354
529,2355
529,2356
529,2357
529,2358
529,2359
529,2360
529,2361
529,2362
529,2363
529,69515
529,69515
529,2366
529,2367
529,2368
529,67767
529,2370
529,2371
529,2372
529,2373
529,2374
529,2375
529,2376
529,2377
529,2378
529,2379
529,2380
529,2381
529,2382
529,2383
529,2384
529,2385
529,2386
529,2387
529,2388
529,2389
529,2390
529,2391
529,2392
529,2393
529,2394
529,2395
529,2396
529,2397
529,2398
529,2399
529,2400
529,2401
529,2402
529,2403
529,2404
529,2405
529,68385
529,2407
529,2408
529,2409
529,2410
529,2411
529,2412
529,2413
529,2414
529,2415
529,2416
529,2417
529,2418
529,2419
529,69388
529,2421
529,69288
529,69288
529,2424
529,2425
529,2426
529,2427
529,2428
530,2429
530,65928
530,67695
530,66042
531,2433
531,2434
531,2435
531,2436
531,2437
531,2438
532,2439
532,2440
532,2441
532,2442
532,2443
532,2444
532,2445
532,65508
532,2447
532,2448
532,2449
532,2450
532,2451
532,2452
532,2453
532,2454
532,2455
532,2456
532,2457
532,2458
532,2459
532,2460
532,2461
532,2462
532,2463
532,2464
532,2465
532,2466
532,2467
532,2468
532,2469
532,2470
532,2471
532,2472
532,2473
532,2474
532,2475
532,2476
532,64712
532,2478
532,67226
532,2480
532,2481
533,69189
533,67822
533,69223
533,65604
534,67102
534,2487
534,67195
534,69426
534,64709
534,2491
534,2492
534,68249
534,66346
534,65701
534,68751
534,64962
534,2498
534,69444
534,69725
534,2501
534,2502
534,69874
534,69858
534,70290
534,69554
534,68928
534,65189
534,69819
534,69048
534,67831
534,69213
534,65338
534,64872
534,2515
534,66812
534,2517
534,64759
534,65687
534,66853
534,69977
534,67193
534,67553
534,65741
534,69119
534,65546
534,67540
534,65012
534,66138
534,66123
534,67396
534,65523
534,66199
534,67505
534,64913
534,69422
534,65092
534,2538
534,66285
534,67700
534,65292
534,68050
534,2543
534,70098
534,2545
534,68586
534,70208
534,69582
534,68996
534,2550
534,65055
534,2552
534,66487
534,65440
534,2555
534,64747
534,67062
534,65673
534,65555
534,67939
534,68644
534,70228
534,66009
534,67013
534,69731
534,70231
534,66408
534,2568
534,69042
534,67947
534,2571
534,66377
534,68884
534,2574
534,68748
534,65513
534,69831
534,68567
534,67654
534,69386
534,67268
534,69551
534,67943
534,68105
534,69885
534,68934
534,2587
534,66126
534,69220
534,64870
534,68728
534,2592
534,67269
534,65869
534,70066
534,2596
534,64760
534,68798
534,2599
534,69152
534,2601
534,2602
534,68407
534,66054
534,68562
534,65200
534,2607
534,69969
534,67414
534,67616
534,65047
534,68493
534,67186
534,2614
534,68353
534,67605
534,67388
534,70275
534,2619
534,64952
534,64692
534,2622
534,69890
534,2624
534,66443
534,2626
534,65934
534,69765
534,67119
534,64923
534,65135
534,70112
534,66860
534,69352
534,2635
534,67064
534,69785
534,68027
534,65792
534,67973
534,67926
534,67736
534,66337
534,67724
534,68201
534,68947
534,67294
534,69664
534,64765
534,68178
534,65195
534,66771
534,66354
534,70246
534,66099
534,66531
534,64708
534,65053
534,2659
534,66617
534,64736
534,66893
534,2663
534,69743
534,67620
534,67720
534,66655
534,67896
534,69955
534,65375
534,2671
534,67657
534,67362
534,64799
534,68197
534,69514
534,2677
534,2678
534,65842
534,65654
534,66942
534,69761
534,64934
534,69117
534,2685
534,65734
534,68862
534,67443
534,68230
534,69090
534,64696
534,69226
534,68808
534,67425
534,67068
534,66814
534,67734
534,69307
534,66012
534,65101
534,65626
534,67782
534,66776
534,66045
534,66293
534,66424
534,69491
534,65122
534,66518
534,66176
534,69094
534,69738
534,67855
534,2714
534,2715
534,67942
534,66846
534,66398
534,67191
534,68213
534,66583
534,2722
534,68617
534,66937
534,66289
534,68812
534,67944
534,69730
534,65253
534,66168
534,2731
534,68185
534,69366
534,67300
534,67629
534,66980
534,2737
534,2738
534,68500
534,66666
534,66648
534,65771
534,2743
534,68579
534,2745
534,2746
534,65767
534,65549
534,66364
534,69064
534,69913
534,66373
534,2753
534,67020
534,69055
534,64998
534,69693
534,66936
534,68588
534,69812
534,65996
534,2762
534,67792
534,66805
534,68044
534,67280
534,69719
534,2768
534,69669
534,66265
534,67963
534,70111
534,70171
534,2774
534,2775
534,2776
534,67162
534,68253
534,67614
534,65174
534,68813
534,66034
534,64999
534,65146
534,66695
534,69358
534,2787
534,67084
534,66061
534,70295
534,68715
534,2792
534,66561
534,2794
534,69021
534,69753
534,68749
534,65861
534,69266
534,68150
534,2801
534,2802
534,2803
534,65723
534,2805
534,69367
534,70010
534,69155
534,66201
534,68421
534,66484
534,67674
534,69053
534,66016
534,2815
534,69903
534,69906
534,70180
534,68810
534,66317
534,2821
534,65871
534,66239
534,67460
534,66874
534,67685
534,65893
534,2828
534,66266
534,69381
534,67404
534,2832
534,69280
534,69483
534,67008
534,2836
534,2837
534,2838
534,2839
534,66155
534,68384
534,64713
534,2843
534,67189
534,70097
534,67342
534,67160
534,68498
534,65284
534,2850
534,67069
534,64744
534,66905
534,66091
534,65715
534,67980
534,65732
534,69056
534,66415
534,70059
534,2861
534,69587
534,66824
534,66458
